category,composition,snlgroup_id 1,sg_num 1,task_id 1,snlgroup_id 2,sg_num 2,task_id 2,delta_energy,delta_bandgap,delta_volume_per_atom,rms_dist,scenario
diff. SGs,Al12 O25 Sr7,46621,147,,17183,143,,,,,,
diff. SGs,Li2 Na1 O12 Ru6,32065,2,,85782,147,mp-556097,,,,,
diff. SGs,Al1 O8 Si3,131532,229,,92130,217,,,,,,
diff. SGs,Al1 O8 Si3,125218,4,,125217,58,,,,,,
diff. SGs,F4 Fe1 Rb1,36407,29,,9334,57,mp-557485,,,,,
diff. SGs,Ca1 O4 S1,85999,181,mp-556372,14611,21,,,,,,
diff. SGs,Ca1 O4 S1,14611,21,,3583,180,mp-3082,,,,,
diff. SGs,Al4 Fe1 Na6 O26 Si8,87564,12,mp-39647,55271,2,,,,,,
diff. SGs,O2 Zn1,153159,71,,90665,44,,,,,,
diff. SGs,Ba1 Co1 Mn1 O5 Y1,66858,123,,66859,-1,,,,,,
diff. SGs,Al1 O2,151906,58,,111265,31,,,,,,
diff. SGs,Cu3 La4 Mo1 O12,141529,6,,42435,11,mp-566991,,,,,
diff. SGs,O7 P2 Si1,86017,176,mp-554758,39375,173,,,,,,
diff. SGs,Ag1 Nb1 O3,130640,26,,33600,57,mp-5537,,,,,
diff. SGs,O9 Rb1 W3,86424,185,,87230,191,mp-565431,,,,,
diff. SGs,O9 Rb1 W3,86424,185,,85137,10,mp-19617,,,,,
diff. SGs,O9 Rb1 W3,44671,157,,44670,173,,,,,,
diff. SGs,O9 Rb1 W3,44671,157,,44669,193,,,,,,
diff. SGs,O9 Rb1 W3,44670,173,,44669,193,,,,,,
diff. SGs,Ba2 Bi1 O6 Sb1,97167,139,,111360,2,,,,,,
diff. SGs,As1 Ga1,84582,123,mp-10048,41841,25,,,,,,
diff. SGs,Co1 F3,175166,5,,86652,150,,,,,,
same SGs,Ca5 H1 O13 P3,87618,173,mp-41472,56738,173,,,,,,
same SGs,Ag1 Ge1 O3,174794,18,mp-779706,172927,18,,,,,,
diff. SGs,K1 O4 P1,91090,122,,92445,43,,,,,,
diff. SGs,Cl1 H1,93554,69,,87970,225,mp-23722,,,,,
diff. SGs,Fe3 Se4,87423,164,mp-569240,47402,12,,,,,,
diff. SGs,Fe0.5 Nb0.5 O3 Pb1,125455,191,,110628,8,,,,,,
diff. SGs,Fe0.5 Nb0.5 O3 Pb1,20865,160,,20864,8,,,,,,
diff. SGs,Fe0.5 Nb0.5 O3 Pb1,20865,160,,19263,221,,,,,,
diff. SGs,Fe0.5 Nb0.5 O3 Pb1,20865,160,,3420,99,,,,,,
diff. SGs,Fe0.5 Nb0.5 O3 Pb1,20864,8,,19263,221,,,,,,
diff. SGs,Fe0.5 Nb0.5 O3 Pb1,20864,8,,3420,99,,,,,,
diff. SGs,Fe0.5 Nb0.5 O3 Pb1,19263,221,,3420,99,,,,,,
diff. SGs,F1 Li3 O3 V1,165158,1,mp-764917,174305,8,,,,,,
diff. SGs,Li2 O8 Te1 V3,169384,1,mp-775432,174605,19,,,,,,
diff. SGs,Li2 O8 Te1 V3,174814,159,mp-780808,158836,186,,,,,,
diff. SGs,Cr1 Li2 Mn3 O8,174653,212,,170409,96,mp-775679,,,,,
diff. SGs,Co3 Fe1 O8,174718,212,,171118,78,,,,,,
diff. SGs,Ag1 Ge1 O3,174794,18,mp-779706,173015,55,,,,,,
diff. SGs,Ag1 Ge1 O3,174792,26,mp-779664,173015,55,,,,,,
diff. SGs,Ag1 Ge1 O3,174792,26,mp-779664,172927,18,,,,,,
diff. SGs,Ag1 Ge1 O3,173015,55,,172927,18,,,,,,
diff. SGs,Co4 Li3 O8,174377,2,mp-764781,174225,1,,,,,,
diff. SGs,Co4 Li3 O8,174377,2,mp-764781,163001,5,,,,,,
diff. SGs,Co4 Li3 O8,174225,1,,163001,5,,,,,,
diff. SGs,Fe1 Li5 S4,174160,44,mp-757165,161055,71,,,,,,
diff. SGs,Fe1 Mn3 O8,174528,5,mp-771261,166346,212,,,,,,
diff. SGs,Fe1 Li2 O3,174117,12,,174632,5,mp-774155,,,,,
diff. SGs,Fe3 Li2 O6,174311,1,mp-762575,156490,9,,,,,,
diff. SGs,Co1 Li2 Ni3 O8,174651,212,,174674,19,mp-775285,,,,,
diff. SGs,Co1 Li2 Ni3 O8,174651,212,,170322,1,,,,,,
diff. SGs,Co1 Li2 Ni3 O8,174674,19,mp-775285,170322,1,,,,,,
diff. SGs,Cr1 Fe3 Li2 O8,174685,20,mp-775460,169787,212,,,,,,
diff. SGs,Fe1 Li3 Mn3 O8,176400,166,,176404,12,,,,,,
diff. SGs,Fe1 Li3 Mn3 O8,176400,166,,157935,2,,,,,,
diff. SGs,Cr1 Fe3 Li2 O8,174488,36,mp-769871,158869,186,,,,,,
diff. SGs,Fe1 Li3 Mn3 O8,163597,1,mp-763959,174236,186,,,,,,
diff. SGs,Fe1 Li3 Mn3 O8,176404,12,,157935,2,,,,,,
diff. SGs,H3 O3 Tm1,150641,11,mp-625465,150640,176,,,,,,
diff. SGs,C2 Fe2 Li1 O7,174309,9,mp-762511,155843,15,,,,,,
diff. SGs,H3 Nd1 O3,150629,11,mp-625403,150620,6,,,,,,
diff. SGs,H3 Nd1 O3,150622,176,mp-625397,150620,6,,,,,,
diff. SGs,H3 Nd1 O3,150620,6,,150985,11,mp-626369,,,,,
diff. SGs,Ba2 Cu3 O6 Y1,11024,115,,10414,123,mp-22215,,,,,
diff. SGs,Li1 O3 U1,86944,221,mp-545712,26304,166,,,,,,
diff. SGs,F3 Fe1 Li3 O1,174667,2,mp-775153,166469,12,,,,,,
diff. SGs,F3 Fe1 Li3 O1,173983,74,,156443,12,,,,,,
diff. SGs,O11 P2 W2,86482,11,mp-566939,36836,4,,,,,,
diff. SGs,K1 O9 W3,174673,186,mp-775277,170176,173,,,,,,
diff. SGs,O11 P2 W2,86015,58,mp-566881,46592,10,,,,,,
same SGs,Ca1 O6 S1,151605,15,,89273,15,,,,,,
diff. SGs,Cr1 Mn2 O4,87121,15,mp-34139,51205,74,,,,,,
diff. SGs,Cl3 Ru1,25669,158,,25660,188,,,,,,
diff. SGs,Cl3 Ru1,25669,158,,25656,193,mp-22850,,,,,
diff. SGs,Cl3 Ru1,25660,188,,25656,193,mp-22850,,,,,
diff. SGs,In2 Mg1 Se4,107616,166,,18743,160,,,,,,
diff. SGs,Al2 O12 W3,86586,18,mp-566398,39216,4,,,,,,
diff. SGs,Al2 O12 W3,43456,14,mp-556505,39216,4,,,,,,
diff. SGs,Al2 O12 W3,39216,4,,11232,60,mp-19516,,,,,
diff. SGs,Fe2 Li3 O6,173990,12,mp-763576,156572,15,,,,,,
diff. SGs,Ce1 Hf1 O4,174907,31,,173269,198,,,,,,
diff. SGs,Eu2 Ge3 Zn1,133427,12,,133426,69,,,,,,
diff. SGs,In2 Mn1 Te4,152385,121,mp-675577,51912,8,,,,,,
diff. SGs,Ba1 F8 Y2,174444,12,mp-768240,165610,8,,,,,,
diff. SGs,F3 Li1 O2 V2,174041,9,mp-765874,157220,15,,,,,,
diff. SGs,Co2 Li2 O5 Ti1,157668,5,mp-769646,174050,1,,,,,,
diff. SGs,Co1 H2 O2,151090,1,,150825,5,mp-625953,,,,,
diff. SGs,H1 Mn1 O2,150956,26,,150958,62,mp-626314,,,,,
diff. SGs,Ba1 H4 O3,151113,2,mp-626735,151097,1,,,,,,
diff. SGs,Ba1 H4 O3,151098,11,mp-626726,151097,1,,,,,,
diff. SGs,Ba2 Ir1 La1 O6,129008,225,,84604,12,mp-15889,,,,,
diff. SGs,Ba2 Ir1 La1 O6,129008,225,,34051,148,mp-550081,,,,,
diff. SGs,Pd3 Tl1,87464,221,mp-569785,48577,123,,,,,,
diff. SGs,Bi3 Cl1 O8 Pb1 W1,99204,123,,17358,99,,,,,,
diff. SGs,Mo1 O8 U2,152015,1,,152834,14,mp-683675,,,,,
diff. SGs,Mo1 O8 U2,152015,1,,38084,55,,,,,,
diff. SGs,Mo1 O8 U2,152834,14,mp-683675,38084,55,,,,,,
diff. SGs,Cs1 O2,151628,65,,94998,191,,,,,,
diff. SGs,Ca1.2 Mn4 Nd2.8 O12,107289,11,,109378,14,,,,,,
diff. SGs,Ca1.2 Mn4 Nd2.8 O12,107289,11,,107288,62,,,,,,
diff. SGs,Ca1.2 Mn4 Nd2.8 O12,77119,14,,74943,62,,,,,,
diff. SGs,Ca1.2 Mn4 Nd2.8 O12,109378,14,,107288,62,,,,,,
diff. SGs,Bi1 Mo2 Na1 O8,62399,88,,1715,15,,,,,,
diff. SGs,Li2 Mn3 O8 Sn1,174652,96,mp-775647,169603,212,,,,,,
diff. SGs,Cs1 H2 O4 P1,106153,11,,95451,4,,,,,,
diff. SGs,Cr3 Li2 O8 Sn1,174635,96,mp-774276,169224,198,,,,,,
diff. SGs,Nb1,153436,1,,151805,12,,,,,,
diff. SGs,H2 Mn1 O2,151091,5,mp-626701,150714,1,,,,,,
diff. SGs,Al2 Ca1 O10 Si2,112090,11,,94555,63,,,,,,
diff. SGs,Ge2 La1 Pt2,139708,129,,84774,11,mp-21218,,,,,
diff. SGs,Ge2 La1 Pt2,139708,129,,43724,4,,,,,,
diff. SGs,Ge2 La1 Pt2,84774,11,mp-21218,43724,4,,,,,,
diff. SGs,Ba2 Cu1 O6 U1,84792,87,,3099,139,,,,,,
diff. SGs,Ba2 Cu1 O6 U1,3100,87,,3099,139,,,,,,
same SGs,Ba2 Cu1 O6 U1,84792,87,,3100,87,,,,,,
diff. SGs,Fe3 O14 P4,87206,2,,86106,1,,,,,,
diff. SGs,Fe3 O14 P4,86106,1,,49644,2,mp-504329,,,,,
diff. SGs,Fe1 Rh2 Se4,128906,12,,102707,5,,,,,,
same SGs,K1 P1,151747,166,,100391,166,,,,,,
diff. SGs,Cu4 Li2 S3,174113,5,mp-756163,160160,12,,,,,,
diff. SGs,O7 Sm3 Ta1,156857,20,mp-752686,128966,63,,,,,,
diff. SGs,O9 Ta3 Y1,174208,1,mp-758317,161835,12,,,,,,
diff. SGs,Li2 Mo1 O3,154023,1,mp-698666,152572,5,,,,,,
diff. SGs,Li2 Mo1 O3,154023,1,mp-698666,54079,15,,,,,,
diff. SGs,Li2 Mo1 O3,152572,5,,54079,15,,,,,,
diff. SGs,K1 P1,153451,225,,151747,166,,,,,,
diff. SGs,K1 P1,153451,225,,100391,166,,,,,,
diff. SGs,K1 P1,153451,225,,92188,12,,,,,,
diff. SGs,K1 P1,151747,166,,92188,12,,,,,,
diff. SGs,K1 P1,100391,166,,92188,12,,,,,,
diff. SGs,Ba1 C2 Ca1 O6,86118,4,,84620,11,mp-6568,,,,,
diff. SGs,Ba1 C2 Ca1 O6,84620,11,mp-6568,3159,4,,,,,,
diff. SGs,H8 N2 O4 S1,88300,33,mp-24468,87849,62,,,,,,
diff. SGs,Fe1 Li2 Mn3 O8,174749,96,mp-777396,170521,212,,,,,,
same SGs,Cu4 K1 S3,92663,123,,45781,123,mp-27677,,,,,
diff. SGs,F6 Fe2 Li1,93411,136,,17465,102,mp-557403,,,,,
diff. SGs,F6 Fe2 Li1,86930,136,,17465,102,mp-557403,,,,,
diff. SGs,Mn2 Sb1 Te1,152358,31,mp-675433,87008,58,,,,,,
diff. SGs,Fe2 O9 Te3,152100,2,,151987,6,,,,,,
diff. SGs,Fe2 O9 Te3,152100,2,,36957,62,mp-540592,,,,,
diff. SGs,Ag3 Au1 S2,51870,1,,51466,160,,,,,,
diff. SGs,Fe2 O9 Te3,151987,6,,36957,62,mp-540592,,,,,
same SGs,F6 Fe2 Li1,93411,136,,86930,136,,,,,,
same SGs,Al2.04 Ca2 Fe0.24 Mg1.84 Na2 O24 Si7.88,111173,13,,43138,13,,,,,,
diff. SGs,Al3.1 Ca1.1 Na0.9 O16 Si4.9,101200,2,,90071,1,,,,,,
diff. SGs,Al4 Ba1 Na2 O16 Si4,55141,1,,153060,9,mp-686310,,,,,
diff. SGs,Al4 Ba1 Na2 O16 Si4,55141,1,,34590,45,mp-6875,,,,,
diff. SGs,Ga1 Pt3,175365,127,,176396,140,,,,,,
diff. SGs,Ga1 Pt3,176396,140,,45385,127,mp-623066,,,,,
diff. SGs,Fe1 H4 K2 O10 S2,109574,1,,99172,2,mp-743846,,,,,
same SGs,Ga1 Pt3,175365,127,,45385,127,mp-623066,,,,,
same SGs,As4 Cu3,85503,71,,38093,71,,,,,,
diff. SGs,Co2 Ge3 S3,42684,146,,41251,148,mp-2956,,,,,
diff. SGs,P1 Se3 Sn1,50550,14,,18218,7,mp-570370,,,,,
diff. SGs,Ba1 Mn2 O6 Y1,46534,1,,46533,3,,,,,,
diff. SGs,Ba1 Mn2 O6 Y1,46534,1,,35904,2,,,,,,
diff. SGs,Ba1 Mn2 O6 Y1,46534,1,,84738,13,mp-18739,,,,,
diff. SGs,Ba1 Mn2 O6 Y1,46534,1,,34183,12,mp-565380,,,,,
diff. SGs,Ba1 Mn2 O6 Y1,46533,3,,35904,2,,,,,,
diff. SGs,Ba1 Mn2 O6 Y1,46533,3,,84738,13,mp-18739,,,,,
diff. SGs,Ba1 Mn2 O6 Y1,46533,3,,34183,12,mp-565380,,,,,
diff. SGs,Ba1 Mn2 O6 Y1,35904,2,,84738,13,mp-18739,,,,,
diff. SGs,Ba1 Mn2 O6 Y1,35904,2,,34183,12,mp-565380,,,,,
diff. SGs,Mn1 O4 Se1,139471,14,,89056,62,,,,,,
diff. SGs,Na1 O4 V2,174611,141,mp-773628,160303,227,,,,,,
diff. SGs,Ba2 Bi0.4 O6 Pb1.6,130968,140,,102285,74,,,,,,
diff. SGs,Ge1 O5 Pb3,85320,35,mp-562283,17169,3,,,,,,
same SGs,P1 Se3 Sn1,50550,14,,28424,14,mp-5706,,,,,
same SGs,Cl1 Na1 O4,87215,121,mp-38103,54104,121,,,,,,
same SGs,Al3 Y1,84914,194,mp-11232,25759,194,,,,,,
same SGs,B1 Fe2,87403,123,mp-568748,3903,123,,,,,,
diff. SGs,Na4 O12 Ti5,86004,147,mp-555678,31707,143,,,,,,
diff. SGs,Bi2 O6 U1,85022,164,mp-27775,31080,5,,,,,,
diff. SGs,Bi2 O6 U1,87116,164,mp-548598,31080,5,,,,,,
diff. SGs,Ca2 Mn1 O6 Sb1,114494,62,,114471,11,,,,,,
diff. SGs,Cl4 Fe1 N4 O2,103409,7,,101918,14,,,,,,
diff. SGs,Ca2 Mn1 O6 Sb1,81963,62,,81950,11,,,,,,
diff. SGs,Ce1 S2,7699,33,,7269,62,mp-20594,,,,,
diff. SGs,Bi1 O4 P1,33620,4,,9674,11,mp-558798,,,,,
diff. SGs,Cd1 In2 O4,32088,227,mp-19803,22763,141,,,,,,
diff. SGs,La1 Nb3 O9,174170,8,mp-757457,161644,12,,,,,,
diff. SGs,F3 Mg1 Na1,2691,63,mp-12948,2692,36,,,,,,
diff. SGs,La1 Nb3 O9,54459,2,,50709,12,,,,,,
diff. SGs,B1 Fe2,34969,140,,17062,121,,,,,,
diff. SGs,Al1 N1,4924,63,,4923,194,mp-13178,,,,,
diff. SGs,Al1 N1,4924,63,,616,186,mp-661,,,,,
diff. SGs,Nd2 Ni1 O4,174390,71,mp-765406,156797,139,,,,,,
diff. SGs,Ga1 La1 O3,86284,74,mp-556983,13751,161,,,,,,
diff. SGs,Ga1 La1 O3,1760,167,mp-3336,13751,161,,,,,,
diff. SGs,C1 N1 Na1,87290,44,mp-38222,54191,5,,,,,,
same SGs,Ag1 Cu1 O2,112657,12,,84793,12,mp-7237,,,,,
same SGs,Ag1 Cu1 O2,112657,12,,24168,12,,,,,,
same SGs,Ag1 Cu1 O2,84793,12,mp-7237,24168,12,,,,,,
diff. SGs,Cl1 O4 Rb1,152479,15,mp-676103,53501,137,,,,,,
diff. SGs,O3 Pb1 Ti0.6 Zr0.4,136310,221,,21842,99,,,,,,
diff. SGs,Li6 O7 Ti2,174506,5,mp-770456,168360,14,,,,,,
diff. SGs,Cl4 Co1 Cs1 H18 N6 O8,154298,8,mp-705517,152930,160,,,,,,
diff. SGs,Fe3 Li2 O8 Ti1,174704,4,mp-776147,174676,1,,,,,,
diff. SGs,Fe3 Li2 O8 Ti1,174704,4,mp-776147,169962,212,,,,,,
diff. SGs,Fe3 Li2 O8 Ti1,174676,1,,169962,212,,,,,,
diff. SGs,Cu7 P1 Se6,148157,198,,54564,1,mp-676863,,,,,
diff. SGs,Bi3 F1 O4,174032,5,mp-753755,157128,15,,,,,,
diff. SGs,Br4 Cd1 Cs2,17051,62,,9613,14,,,,,,
same SGs,Cr1 Cu1 O2,174841,166,mp-795616,174840,166,,,,,,
same SGs,Cr1 Cu1 O2,174840,166,,3091,166,mp-510625,,,,,
same SGs,Ag7 N1 O11,92161,225,,4412,225,,,,,,
same SGs,O7 Pb2 Sb2,86002,46,,37026,46,,,,,,
diff. SGs,Al1 F6 K2 Li1,95292,162,,155311,191,mp-722903,,,,,
diff. SGs,Ba2 Cu3 O6.93 Y1,126682,47,,126681,123,,,,,,
diff. SGs,Eu2 Ge1 S4,148622,11,,18352,4,,,,,,
diff. SGs,Mn7 O12 Si1,38828,142,mp-19650,18973,120,,,,,,
diff. SGs,Nb6 O16 U1,22674,12,,17638,5,,,,,,
diff. SGs,Cu1 O4 Re1,151951,9,mp-645206,35396,110,,,,,,
diff. SGs,Ca2 O5 Si1,104118,19,,155154,61,,,,,,
diff. SGs,Ag1 Br1,151633,221,,94066,123,,,,,,
diff. SGs,Ca1 Ir1 O3,3369,36,,3368,63,mp-4243,,,,,
diff. SGs,Nb2 O8 Y1.7 Yb0.3,105519,15,,95968,88,,,,,,
diff. SGs,Nb2 O8 Y1.7 Yb0.3,105519,15,,11302,5,,,,,,
diff. SGs,Nb2 O8 Y1.7 Yb0.3,95968,88,,11302,5,,,,,,
diff. SGs,Nb2 O8 Y1.7 Yb0.3,78616,15,,64140,88,,,,,,
diff. SGs,Cu2 Hg1 I4,52984,8,,8809,121,mp-23353,,,,,
diff. SGs,Ag1 Cl1,94065,123,,151655,221,,,,,,
diff. SGs,Ba1 La1 Ni1 O6 Ru1,150449,82,mp-622618,56351,1,,,,,,
diff. SGs,Ba1 La1 Ni1 O6 Ru1,132095,2,,132094,15,,,,,,
diff. SGs,Ba2 La1 O6 Ru1,95197,2,,85471,12,mp-554410,,,,,
diff. SGs,Ba2 La1 O6 Ru1,95197,2,,2420,148,mp-12911,,,,,
diff. SGs,Ca2 N2 O11 Ti6,174129,1,mp-756444,159925,8,,,,,,
diff. SGs,Ba1 Be2 O7 Si2,36409,33,,18015,62,mp-6383,,,,,
diff. SGs,Ca1 Ga1 La1 O4,95825,139,,23821,107,,,,,,
diff. SGs,Ca1 Ga1 La1 O4,86880,62,mp-559969,25680,33,,,,,,
diff. SGs,Br3 N2 Pt1,153713,1,,95059,70,,,,,,
diff. SGs,Cl3 Cs1 Pb1,51128,155,mp-675022,40,99,,,,,,
diff. SGs,Cl3 Cs1 Pb1,3374,221,mp-23037,40,99,,,,,,
diff. SGs,Cr1 N1,30493,225,,42677,59,,,,,,
diff. SGs,Cr1 N1,42677,59,,1645,225,mp-2132,,,,,
diff. SGs,Co1 O4 S1,150419,11,mp-613235,85718,2,,,,,,
diff. SGs,Ca1 O6 Sr2 W1,123606,87,,8459,225,mp-18981,,,,,
diff. SGs,Ca1 O6 Sr2 W1,84683,59,mp-18742,123605,14,,,,,,
diff. SGs,Ca1 O6 Sr2 W1,84683,59,mp-18742,8461,25,,,,,,
diff. SGs,Ca1 O6 Sr2 W1,123605,14,,8461,25,,,,,,
same SGs,Cr1 N1,30493,225,,1645,225,mp-2132,,,,,
same SGs,Ge8 O40 Sb8 Tl8,95658,52,,8921,52,,,,,,
diff. SGs,Si2 Ti1,85352,71,mp-570991,19575,69,,,,,,
diff. SGs,Li3 O13 V6,86978,8,mp-542665,31474,12,,,,,,
diff. SGs,As2 Cd3,85817,142,mp-570634,18907,110,,,,,,
diff. SGs,Bi2 Mo1 O6,42409,61,mp-567075,42229,29,,,,,,
diff. SGs,Al3 C4 Zr2,34842,194,mp-567748,34163,186,,,,,,
diff. SGs,Na2 O3 V1,173547,70,,174819,43,mp-780913,,,,,
diff. SGs,Li2 Mn3 O8 V1,174832,4,mp-849953,169928,19,,,,,,
diff. SGs,Li2 Mn3 O8 V1,174827,36,mp-781772,172846,186,,,,,,
diff. SGs,N1 Y1,3949,194,mp-6913,3948,186,,,,,,
diff. SGs,N4 Zr3,39788,33,,1444,62,mp-277,,,,,
diff. SGs,F6 Li1 Mn2,174341,5,mp-763784,163663,12,,,,,,
diff. SGs,F6 Li1 Mn2,174428,14,mp-767304,161019,136,,,,,,
diff. SGs,Pd1 Sn1 U1,85196,194,mp-20762,582,186,,,,,,
diff. SGs,I1 S1 Sb1,1982,62,mp-23041,1881,33,,,,,,
diff. SGs,Ba1 S3 V1,34204,8,mp-542818,10409,63,,,,,,
diff. SGs,Ba1 S3 V1,10410,20,mp-555857,10409,63,,,,,,
diff. SGs,Ba1 S3 V1,10409,63,,1993,36,mp-3451,,,,,
diff. SGs,Ba1 S3 V1,10409,63,,1992,194,mp-4227,,,,,
diff. SGs,K3 Mo10 O30,54110,2,,10229,12,mp-561164,,,,,
diff. SGs,Hf1 O4 Zr1,174824,8,mp-781634,173088,198,,,,,,
diff. SGs,Fe23 O38 Sr2,174380,1,mp-764930,164758,156,,,,,,
diff. SGs,Fe23 O38 Sr2,174380,1,mp-764930,174276,8,,,,,,
diff. SGs,Mg3 Nb6 O42 Pb14 Ti5,56226,99,,56291,6,,,,,,
diff. SGs,Fe23 O38 Sr2,164758,156,,174276,8,,,,,,
diff. SGs,Cd1 O6 Sr2 W1,84794,59,mp-18888,13388,25,,,,,,
diff. SGs,Cd1 O6 Sr2 W1,13388,25,,5628,14,mp-19014,,,,,
diff. SGs,Mg3 Nb6 O42 Pb14 Ti5,55198,6,,55103,99,,,,,,
same SGs,C1 F3 H2 Na1 O4 S1,86710,14,,97111,14,mp-601228,,,,,
diff. SGs,Li3 Mn3 Ni1 O8,164598,9,mp-764043,174270,186,,,,,,
diff. SGs,Li4 Ni5 O10,174321,1,mp-762932,162270,2,,,,,,
diff. SGs,Fe3 Li4 O8,174634,160,,169996,166,mp-775127,,,,,
diff. SGs,Fe3 Li4 O8,160674,166,mp-771986,174163,160,,,,,,
same SGs,Cu1 O3 P1,174557,148,mp-772255,169233,148,,,,,,
diff. SGs,Na1 O8 V5,174399,5,mp-765705,164455,12,,,,,,
diff. SGs,Cr1 Fe3 Li3 O8,174244,36,,164530,186,mp-763933,,,,,
diff. SGs,Cu1 Li2 Ni1 O4,160259,15,mp-772597,174119,74,,,,,,
diff. SGs,Li2 Ni3 O8 Sb1,174559,159,mp-772333,169211,186,,,,,,
diff. SGs,Fe1 Li3 O4,174353,38,mp-764163,164196,65,,,,,,
diff. SGs,F1 O2 W1,163091,15,mp-765195,174002,74,,,,,,
diff. SGs,I5 La1 Sr1,174554,9,mp-772160,167101,15,,,,,,
diff. SGs,Fe1 Li2 Mn1 O4,174467,74,mp-770627,166708,15,,,,,,
diff. SGs,Co1 Li2 O4 Sn1,174451,74,mp-771176,165399,15,,,,,,
diff. SGs,Bi1 Fe3 Li2 O8,174543,4,,174610,1,mp-773627,,,,,
diff. SGs,Bi1 Fe3 Li2 O8,174543,4,,166437,212,,,,,,
diff. SGs,Li3 Ni4 O8,174379,2,mp-764850,162746,12,,,,,,
diff. SGs,Bi1 Fe3 Li2 O8,174610,1,mp-773627,166437,212,,,,,,
diff. SGs,C2 Co2 O7,174219,150,mp-763662,162572,5,,,,,,
diff. SGs,Fe3 Li3 O8,174148,186,mp-771620,160855,9,,,,,,
diff. SGs,Cd1 Co2 O4,174483,1,mp-769705,157625,59,,,,,,
diff. SGs,Cd1 Co2 O4,174122,227,mp-771736,160578,141,,,,,,
diff. SGs,Li2 Ni1 O4 V1,174097,1,,159366,2,,,,,,
diff. SGs,Al1 Co1 O3,174708,2,mp-776216,174044,1,,,,,,
diff. SGs,Al1 Co1 O3,174708,2,mp-776216,158170,148,,,,,,
diff. SGs,Al1 Co1 O3,174044,1,,158170,148,,,,,,
diff. SGs,Fe1 Li6 S4,174131,186,mp-756489,160412,36,,,,,,
diff. SGs,Co3 Li2 Nb1 O8,174175,186,mp-761806,161846,9,,,,,,
diff. SGs,Fe3 Li3 Mn1 O8,174040,12,mp-767659,157385,2,,,,,,
diff. SGs,Fe3 Li2 O8 V1,174080,36,mp-769914,158794,186,,,,,,
diff. SGs,O7 V3,164755,159,mp-764115,174269,163,,,,,,
diff. SGs,O3 Pr1 Rb2,174500,70,mp-770322,168600,15,,,,,,
diff. SGs,Mn3 O8 Sb1,174615,212,,169819,96,mp-774390,,,,,
diff. SGs,Na1 O6 Pr1 Ti2,125683,140,,125682,74,,,,,,
diff. SGs,Li9 Mn21 O40,174716,1,mp-776365,174678,119,,,,,,
diff. SGs,Li9 Mn21 O40,174716,1,mp-776365,170295,22,,,,,,
diff. SGs,Li9 Mn21 O40,174678,119,,170295,22,,,,,,
diff. SGs,Li2 O5 P1 V1,174809,31,mp-780926,173474,7,,,,,,
diff. SGs,Bi4 Cl1 O8 Ta1,85684,60,mp-23602,43999,33,,,,,,
diff. SGs,Mo2 O12 U1,155663,29,,155445,57,,,,,,
diff. SGs,Al2 La0.48 O6 Pr1.52,130975,140,,125468,167,,,,,,
diff. SGs,Al2 La0.48 O6 Pr1.52,130975,140,,125467,74,,,,,,
diff. SGs,Al2 La0.48 O6 Pr1.52,130975,140,,125466,69,,,,,,
diff. SGs,Al2 La0.48 O6 Pr1.52,125468,167,,125467,74,,,,,,
diff. SGs,Al2 La0.48 O6 Pr1.52,125468,167,,125466,69,,,,,,
diff. SGs,Al2 La0.48 O6 Pr1.52,125467,74,,125466,69,,,,,,
diff. SGs,Re0.3 Si6 Ti2.7,149843,180,,91104,181,,,,,,
diff. SGs,Re0.3 Si6 Ti2.7,83140,180,,65006,181,,,,,,
diff. SGs,Ba1 Mo1 O4,2305,15,,2304,88,mp-19276,,,,,
same SGs,Cl4 H22 N7 O8 Ru1,153328,8,mp-695295,87254,8,,,,,,
diff. SGs,Mo2 O12 U1,110319,57,,91419,29,,,,,,
diff. SGs,Li1.82 Nb2 O6,106766,167,,16435,161,,,,,,
diff. SGs,Al1 Ca11 Cl1 O18 Si3,152659,42,mp-677078,55484,8,,,,,,
diff. SGs,Ge3 Si5 Tb10,133220,62,,133219,14,,,,,,
diff. SGs,Ge3 Si5 Tb10,71000,62,,70999,14,,,,,,
diff. SGs,La1 Se1,151777,2,mp-642890,104021,1,,,,,,
diff. SGs,S2 Tb1,84707,129,mp-7135,24879,59,,,,,,
diff. SGs,O54 Rb5 W18,161771,191,mp-761961,174188,162,,,,,,
diff. SGs,O54 Rb5 W18,154333,191,mp-705830,53613,162,,,,,,
diff. SGs,H3 Li1 O16 Rb4 S4,139086,76,,118018,78,mp-709066,,,,,
diff. SGs,Br4 C8 Mn1 N2,117295,14,,117294,62,,,,,,
diff. SGs,Gd2 O7 Si2,85192,62,mp-13775,44059,33,,,,,,
diff. SGs,Fe1 H2 Ti1,151872,65,mp-643945,114975,10,,,,,,
diff. SGs,Eu1,23373,194,mp-21462,100502,62,,,,,,
diff. SGs,Ni15 O16,152067,166,,152072,8,,,,,,
diff. SGs,Cs3 In1 Mg3 O36 P12,155053,8,mp-720658,57156,1,,,,,,
diff. SGs,F3 Mn1 N1,151830,127,,101858,62,,,,,,
diff. SGs,F3 Mn1 N1,153197,123,,96702,221,,,,,,
diff. SGs,H6 K3 Na3 O24 P6 Te1,100881,167,,100810,15,,,,,,
diff. SGs,H1 V2,149992,12,mp-642644,100179,8,,,,,,
diff. SGs,Ga2 Se4 Zn1,52531,1,,42159,82,mp-15776,,,,,
